@relation training_data_20190313_including_non_bisulfite

@attribute pos1_A numeric
@attribute pos1_C numeric
@attribute pos1_T numeric
@attribute pos1_G numeric
@attribute pos2_A numeric
@attribute pos2_C numeric
@attribute pos2_T numeric
@attribute pos2_G numeric
@attribute pos3_A numeric
@attribute pos3_C numeric
@attribute pos3_T numeric
@attribute pos3_G numeric
@attribute pos4_A numeric
@attribute pos4_C numeric
@attribute pos4_T numeric
@attribute pos4_G numeric
@attribute pos8_A numeric
@attribute pos8_C numeric
@attribute pos8_T numeric
@attribute pos8_G numeric
@attribute pos9_A numeric
@attribute pos9_C numeric
@attribute pos9_T numeric
@attribute pos9_G numeric
@attribute pos10_A numeric
@attribute pos10_C numeric
@attribute pos10_T numeric
@attribute pos10_G numeric
@attribute pos11_A numeric
@attribute pos11_C numeric
@attribute pos11_T numeric
@attribute pos11_G numeric
@attribute pos12_A numeric
@attribute pos12_C numeric
@attribute pos12_T numeric
@attribute pos12_G numeric
@attribute pos20_A numeric
@attribute pos20_C numeric
@attribute pos20_T numeric
@attribute pos20_G numeric
@attribute pos30_A numeric
@attribute pos30_C numeric
@attribute pos30_T numeric
@attribute pos30_G numeric
@attribute method {Swift,6N_PBAT,6N_sc,9N_sc,WGBS,RRBS,scNOME,UMI_RRBS,9N_PBAT,Amplicon,NOMEseq,Truseq,RNA,ChIP,ATAC,WGS}

@data
24,26,10,38,19,25,32,22,23,29,27,19,16,32,34,16,33,20,19,26,15,38,21,24,27,22,32,17,22,21,21,34,26,24,27,21,27,22,27,22,26,23,26,22,ATAC
19,28,11,39,19,26,35,17,21,30,28,18,16,33,36,14,34,20,20,25,15,38,21,24,27,22,32,17,23,21,21,33,26,24,28,21,27,22,27,22,27,23,27,22,ATAC
19,26,12,40,20,27,33,18,22,29,29,18,16,33,35,14,33,20,19,26,15,38,21,24,26,22,32,17,23,21,21,34,26,24,28,21,27,22,27,22,27,23,26,22,ATAC
21,26,10,41,21,24,35,18,22,27,29,20,16,32,36,14,33,19,21,25,14,37,24,24,26,22,34,16,25,19,22,33,27,20,31,20,29,20,28,21,28,21,28,20,ATAC
22,25,12,39,22,24,36,17,24,26,30,18,17,30,36,14,35,18,21,24,16,36,23,24,28,20,34,16,23,19,22,33,27,22,30,20,28,21,28,21,28,22,28,21,ATAC
20,26,12,40,21,24,35,17,22,28,29,19,17,33,34,15,35,18,20,25,15,37,21,25,28,21,33,16,22,21,21,35,25,23,29,21,27,22,27,22,26,23,27,22,ATAC
19,28,11,39,19,26,36,17,21,30,29,19,15,33,36,14,34,19,20,25,15,38,21,24,27,22,32,17,23,21,21,34,26,23,28,21,27,22,27,22,27,23,26,22,ATAC
20,26,12,40,20,26,33,18,21,29,29,19,16,33,35,14,33,20,19,26,15,38,21,24,26,22,32,18,23,21,20,34,26,24,28,21,27,22,26,22,27,23,26,22,ATAC
20,26,12,40,20,26,34,19,22,29,29,19,16,33,35,14,33,20,19,26,14,38,21,24,26,22,33,17,23,20,21,34,26,24,27,21,27,22,27,22,27,23,27,22,ATAC
14,20,9,55,17,31,31,19,19,29,27,22,15,32,36,15,32,21,19,26,15,38,21,25,26,22,32,18,22,21,20,35,25,24,27,22,27,23,26,23,26,23,26,23,ATAC
24,26,11,37,19,26,32,21,23,29,27,19,16,33,34,16,33,20,19,26,15,39,21,24,27,23,32,17,23,21,20,35,26,24,27,21,26,22,26,23,26,23,26,22,ATAC
21,26,8,43,21,24,35,18,23,26,29,20,17,31,37,13,33,19,22,24,14,36,25,23,26,22,35,15,26,18,22,32,28,20,32,19,29,20,29,20,29,21,29,20,ATAC
25,26,10,37,19,25,32,21,23,28,27,19,16,31,35,16,34,20,19,26,15,38,21,24,26,22,32,17,23,20,21,34,26,24,27,21,28,22,27,22,26,23,27,22,ATAC
20,26,12,39,20,26,34,18,22,28,29,18,16,32,35,14,33,20,19,25,15,38,21,24,26,22,33,17,23,20,21,34,26,23,28,21,28,22,27,22,27,23,27,22,ATAC
19,28,11,39,18,27,35,18,21,31,28,18,16,33,36,14,33,20,19,26,15,38,21,24,26,23,32,17,23,21,21,34,26,24,27,21,27,22,27,22,27,23,27,22,ATAC
22,26,10,41,21,24,35,18,22,27,29,20,17,32,36,14,33,19,22,24,14,37,24,24,27,21,35,15,25,18,22,32,27,21,31,19,29,20,29,21,29,21,28,20,ATAC
24,25,11,37,19,25,32,21,24,29,27,19,16,32,35,16,33,20,19,26,15,38,21,24,27,22,32,17,23,20,21,34,26,24,27,21,27,22,27,22,27,23,27,22,ATAC
20,27,12,40,20,26,34,18,22,29,29,18,16,33,35,14,33,20,19,25,15,38,21,24,26,22,32,18,23,21,21,34,26,24,28,21,27,22,27,22,27,23,27,22,ATAC
18,24,11,45,18,26,35,19,22,29,28,19,17,32,35,14,32,20,19,26,15,37,21,24,26,22,32,18,23,21,20,34,26,24,27,22,27,23,26,22,26,23,26,22,ATAC
13,19,9,56,17,31,31,19,20,29,27,22,15,32,36,15,32,20,19,26,15,38,21,25,26,22,32,18,22,21,20,35,25,24,27,22,27,22,26,23,26,23,26,23,ATAC
21,26,9,42,21,24,35,18,22,27,29,20,16,31,37,14,33,19,22,24,14,36,24,24,26,21,35,15,25,18,22,32,27,20,32,19,29,20,29,21,29,21,29,20,ATAC
18,24,11,45,19,25,35,19,22,28,28,20,17,33,34,15,33,20,19,26,15,37,21,25,27,22,32,17,22,21,20,35,25,23,28,21,26,22,26,23,26,23,26,23,ATAC
19,28,11,40,19,27,35,18,21,31,28,19,15,33,36,14,33,20,19,25,15,38,21,24,26,22,32,17,23,21,20,34,26,24,27,21,27,22,27,22,27,23,26,22,ATAC
24,26,11,37,19,25,32,22,23,29,27,19,16,32,34,16,33,20,19,26,15,38,21,24,26,22,32,17,23,21,21,34,26,24,27,21,27,22,26,22,26,23,27,22,ATAC
26,27,11,35,24,27,31,17,23,27,28,20,16,31,34,16,34,20,19,25,15,38,21,24,27,22,32,17,23,20,20,34,26,24,27,21,28,22,27,22,27,23,27,22,ATAC
26,27,11,34,24,27,30,16,23,28,27,20,16,31,35,16,34,20,19,25,15,38,21,24,27,22,32,17,23,21,20,34,26,24,27,21,28,22,27,21,27,23,27,22,ATAC
34,27,10,28,17,34,30,17,21,30,31,16,16,33,34,15,33,21,19,25,14,39,21,24,27,23,32,17,23,21,20,33,26,24,27,20,27,23,26,22,26,23,26,22,ATAC
20,26,12,39,20,26,34,18,22,28,29,18,16,33,35,14,33,20,19,25,15,38,21,24,27,22,32,17,23,20,21,34,26,24,28,21,28,22,27,22,27,22,27,22,ATAC
20,26,13,39,20,26,34,19,22,28,29,19,16,32,35,14,33,20,19,26,15,38,21,24,27,22,32,17,23,21,21,34,26,24,27,21,27,22,26,22,27,23,26,22,ATAC
19,28,11,39,19,27,35,18,21,31,28,18,15,33,35,14,33,20,20,25,15,38,21,24,26,23,32,17,23,21,21,34,26,24,28,21,27,22,27,22,27,23,26,22,ATAC
21,25,12,40,22,23,36,17,23,26,29,19,17,31,36,14,36,17,21,24,16,37,22,24,29,19,35,15,23,20,22,33,27,21,30,20,28,21,28,21,28,22,28,21,ATAC
20,26,12,40,20,26,34,18,22,28,30,18,16,33,35,14,34,20,20,25,15,38,22,24,27,22,33,17,23,21,21,34,26,23,28,21,27,22,27,22,27,22,27,22,ATAC
24,26,11,37,19,25,32,21,23,29,27,19,16,32,35,15,34,20,19,25,15,38,21,24,27,22,32,17,23,20,20,34,26,24,27,21,27,22,26,22,27,23,26,22,ATAC
21,26,9,42,21,23,35,18,22,27,29,20,16,32,36,14,33,19,22,24,14,37,24,24,26,21,35,15,25,18,22,33,27,20,31,20,29,20,28,21,29,21,29,20,ATAC
22,25,12,39,22,23,37,16,23,26,30,19,17,31,37,14,37,17,21,24,16,36,22,24,29,19,35,15,23,20,22,33,26,21,30,20,28,20,28,21,28,22,28,21,ATAC
21,25,12,40,22,23,36,17,23,26,30,19,17,31,36,14,36,17,21,24,16,36,22,24,29,19,35,15,23,20,22,34,26,21,30,20,28,20,28,21,28,22,28,21,ATAC
21,26,9,42,21,23,36,18,23,26,30,19,16,32,37,13,33,19,22,24,14,36,25,23,26,21,35,15,26,18,22,32,27,20,32,19,29,20,29,20,29,21,29,20,ATAC
19,26,7,47,21,24,35,19,22,26,29,20,16,32,37,13,32,19,22,25,12,39,24,23,26,21,37,14,26,17,22,33,27,20,32,18,29,20,29,20,29,21,29,20,ATAC
20,26,12,40,21,25,34,18,22,28,29,19,17,32,35,15,34,19,21,24,15,37,22,24,28,21,33,16,22,20,21,34,26,23,28,21,27,22,27,22,26,23,27,22,ATAC
20,26,12,40,21,25,35,18,22,28,29,19,17,32,35,14,34,18,21,25,16,37,21,25,28,21,33,16,22,20,21,34,26,23,28,21,27,22,27,22,26,23,27,22,ATAC
25,25,9,40,24,30,33,12,29,24,34,12,21,30,37,10,36,12,17,34,17,32,16,34,33,21,32,13,21,25,17,36,32,21,24,22,25,22,28,24,28,25,24,22,ATAC
21,25,12,39,21,24,35,17,23,27,29,19,17,31,36,14,34,18,22,24,16,36,22,24,28,21,33,17,23,20,22,34,26,23,28,20,27,22,28,21,27,23,27,22,ATAC
20,40,20,20,0,40,40,20,20,0,80,0,60,0,20,20,0,0,60,40,20,40,20,20,60,20,20,0,20,0,20,60,60,20,0,20,40,0,40,20,0,0,40,60,ATAC
24,25,11,38,19,25,33,21,24,28,27,19,16,32,35,15,34,20,19,25,15,38,21,24,27,22,32,17,23,20,21,34,26,24,28,21,28,22,27,22,27,23,27,22,ATAC
19,28,11,40,19,27,35,18,21,30,28,19,16,33,36,14,33,20,19,26,15,38,21,24,26,22,32,17,23,21,21,34,26,24,27,21,27,22,26,22,27,23,26,22,ATAC
22,25,12,40,22,23,36,16,23,26,30,19,17,31,36,14,36,17,21,24,16,36,22,24,29,20,34,16,23,20,22,33,26,22,30,20,28,21,28,21,27,22,28,21,ATAC
25,26,10,37,19,25,32,21,24,29,27,19,16,32,34,16,33,20,19,25,15,38,21,24,26,22,32,17,23,21,21,34,26,24,28,21,27,22,27,22,27,23,27,22,ATAC
20,26,8,43,22,23,35,18,22,27,29,20,16,31,36,14,33,19,22,24,13,37,24,24,26,21,36,15,25,18,22,33,27,20,32,20,29,19,29,21,29,21,29,20,ATAC
20,28,11,39,19,27,35,18,22,30,28,18,16,32,36,14,33,20,19,25,15,38,21,24,26,22,32,17,23,21,21,34,26,24,27,21,28,22,26,22,27,23,26,22,ATAC
20,28,12,39,19,26,36,18,21,30,28,18,16,33,36,14,33,20,20,25,15,38,21,24,27,22,33,17,23,21,21,34,26,24,28,21,27,22,27,22,27,22,27,22,ATAC
18,26,7,47,21,23,35,19,22,27,29,20,16,32,37,13,32,19,22,25,12,38,24,24,26,21,37,14,25,17,22,33,27,20,32,19,28,20,29,21,29,21,28,20,ATAC
19,28,11,39,19,26,35,18,21,31,28,18,16,33,36,14,33,20,19,25,15,38,21,24,26,22,32,17,23,21,20,34,26,24,28,20,27,22,26,22,27,23,26,22,ATAC
20,26,11,41,21,25,35,17,22,28,28,20,17,32,35,14,34,18,21,25,15,37,21,24,28,21,33,16,22,20,21,35,26,23,28,21,27,22,27,22,26,23,27,22,ATAC
29,23,35,11,41,23,17,17,23,5,47,23,41,23,23,11,41,23,17,17,47,23,5,23,23,29,29,17,41,5,29,23,35,17,35,11,47,17,17,17,52,17,11,17,ATAC
17,28,12,42,18,26,39,16,21,31,29,17,14,36,36,12,35,18,17,28,13,40,18,26,28,23,31,16,20,20,20,37,24,23,29,21,23,24,27,25,24,24,26,25,RNA
16,31,11,40,18,25,40,15,23,28,29,18,15,34,37,12,36,17,18,27,14,40,18,26,28,22,32,16,20,20,21,37,24,23,30,21,24,24,26,24,24,23,26,24,RNA
16,32,11,39,17,25,41,15,24,28,29,17,14,34,38,12,36,17,18,27,14,40,18,26,28,22,33,15,21,20,21,36,24,22,31,21,25,23,26,24,25,24,26,24,RNA
8,52,7,30,13,25,41,19,16,37,24,22,26,26,22,24,21,24,33,20,20,22,35,20,33,19,25,21,25,24,22,27,22,24,27,25,24,24,26,24,24,24,26,23,RNA
16,31,11,39,17,25,40,15,23,28,29,18,15,34,37,12,36,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,23,31,21,25,23,26,24,25,24,25,24,RNA
17,25,15,41,19,24,39,16,22,28,31,18,15,35,36,13,37,17,18,26,14,40,18,26,28,22,33,15,20,20,21,38,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,30,12,39,18,23,42,14,24,27,30,17,15,32,39,11,37,17,19,26,14,39,19,26,28,21,34,15,22,19,22,35,25,21,31,20,25,22,27,23,25,23,27,23,RNA
17,30,11,40,18,24,40,16,23,28,29,18,16,35,35,12,36,17,18,27,14,40,18,26,28,23,32,16,21,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,21,12,48,19,22,42,16,25,26,30,17,17,32,37,12,38,16,19,25,15,38,19,26,29,21,33,16,22,19,22,35,26,21,32,20,26,22,28,23,26,22,28,22,RNA
17,25,15,41,18,27,37,16,21,28,31,17,15,36,35,12,37,17,17,27,13,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,23,26,24,24,24,26,24,RNA
16,32,11,38,18,25,37,19,22,28,30,18,15,36,34,12,37,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
16,32,11,39,18,25,41,15,24,28,29,17,15,34,37,12,36,17,18,27,14,39,18,26,28,22,33,15,21,20,21,37,24,22,31,21,24,23,26,24,25,24,26,24,RNA
15,23,11,49,20,25,37,17,22,28,29,20,15,36,34,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,22,30,21,25,23,25,25,25,24,25,24,RNA
17,24,12,44,15,29,36,18,21,28,28,21,15,36,33,15,33,19,16,29,11,45,17,25,26,26,28,19,18,23,18,38,24,26,28,20,21,26,25,26,22,27,26,23,RNA
8,39,4,47,9,22,37,30,15,33,23,27,24,23,18,34,15,27,30,26,16,23,33,27,30,18,22,28,20,28,19,31,19,27,23,29,24,23,21,30,24,25,19,30,RNA
16,29,12,40,17,25,41,15,23,29,29,18,15,35,35,12,37,17,17,27,14,40,18,26,28,23,32,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,25,24,RNA
17,26,13,42,17,25,40,16,22,28,30,18,14,34,37,13,34,18,18,28,13,41,18,26,27,23,33,15,20,20,21,38,24,23,30,22,24,24,25,25,24,24,25,25,RNA
7,49,6,36,10,25,45,18,13,40,24,22,23,27,24,24,23,21,37,18,22,19,39,17,36,16,28,18,29,21,25,23,25,21,31,22,27,21,29,21,27,22,29,21,RNA
14,21,11,51,18,27,36,17,21,28,29,20,14,34,36,13,36,17,18,27,14,40,18,26,28,22,32,16,20,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
17,30,12,40,18,29,36,15,21,29,31,17,16,35,35,13,37,17,18,26,14,40,18,26,28,22,32,15,21,20,21,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
15,21,11,50,18,23,40,17,23,27,29,18,16,34,36,13,37,17,18,26,14,39,18,26,28,22,32,16,21,20,21,37,24,22,30,22,25,23,26,24,25,23,26,24,RNA
15,22,11,51,18,26,37,17,21,28,28,20,14,34,36,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,24,23,30,21,24,24,26,24,24,24,26,24,RNA
17,25,16,40,18,26,38,16,21,29,32,17,15,36,35,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
17,25,15,41,18,26,38,16,22,28,30,19,16,34,35,13,37,17,18,26,14,40,18,26,29,22,33,15,20,19,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
23,25,11,39,23,25,35,15,24,26,29,19,15,33,36,13,36,17,19,27,13,40,18,26,28,22,33,15,21,19,21,37,25,22,31,20,25,23,27,24,25,23,27,23,RNA
17,30,12,40,18,25,41,15,23,28,29,17,16,34,36,12,36,17,18,27,14,40,18,26,28,23,33,15,21,20,21,37,24,22,31,21,25,23,26,24,25,23,26,23,RNA
17,31,12,39,18,25,41,15,23,29,29,17,16,35,35,12,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
19,18,12,49,21,21,40,17,27,21,32,18,17,32,39,11,38,16,19,26,12,40,23,23,27,22,32,18,24,19,21,33,29,20,31,18,24,19,31,23,25,21,30,21,RNA
16,22,11,49,20,23,37,17,22,27,29,20,15,35,34,13,37,17,18,27,14,39,18,26,28,22,32,16,21,20,21,37,25,22,30,21,25,23,26,24,25,24,26,24,RNA
16,33,12,38,17,26,35,19,21,28,31,19,15,37,33,13,36,17,18,27,14,40,18,26,28,22,32,15,20,20,20,38,25,23,30,21,24,24,26,24,25,24,26,24,RNA
17,25,14,41,19,25,38,16,22,27,31,18,15,35,36,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,20,38,25,22,30,21,24,23,26,24,25,24,26,24,RNA
17,30,12,39,18,29,37,15,21,29,31,17,15,35,35,12,37,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,31,21,24,23,26,24,25,24,26,24,RNA
23,27,13,34,24,21,40,13,31,23,32,12,20,26,44,9,41,14,23,21,15,34,24,24,30,18,37,13,29,16,26,27,31,19,33,15,32,17,32,17,31,19,30,17,RNA
23,25,11,39,23,25,35,16,24,27,29,19,15,34,35,14,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,25,22,30,21,24,23,26,24,24,24,26,24,RNA
15,21,11,50,19,26,37,17,21,28,29,20,15,34,37,13,36,17,18,27,14,39,18,26,28,22,32,16,21,20,21,37,24,23,30,21,24,23,26,24,25,24,26,23,RNA
17,29,12,40,18,24,40,16,24,28,30,17,15,33,37,12,37,17,18,26,14,39,19,26,28,22,32,16,21,20,21,36,25,22,30,21,25,23,27,24,25,23,27,23,RNA
17,31,12,39,18,29,36,15,21,29,31,17,16,35,35,12,37,17,18,27,14,40,18,26,28,22,32,15,20,20,21,37,24,23,30,21,24,23,26,24,25,23,26,24,RNA
23,25,11,38,22,25,35,16,23,27,29,19,15,35,35,14,36,17,17,27,14,41,18,26,28,22,32,16,20,20,20,38,24,23,30,21,24,24,26,25,24,24,26,24,RNA
20,23,14,41,21,23,40,14,26,24,31,16,17,30,40,11,35,18,20,25,16,36,21,25,28,22,33,15,25,18,25,31,26,20,31,22,27,20,29,22,27,21,29,21,RNA
22,25,11,40,22,25,35,16,23,27,29,19,15,35,35,14,36,17,18,27,13,40,18,26,28,22,32,15,20,20,20,37,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,25,15,41,18,26,38,16,21,28,30,19,15,35,35,13,37,17,17,27,14,41,18,26,28,22,33,15,21,20,20,37,24,23,30,21,24,23,26,25,25,23,26,24,RNA
15,22,11,50,18,26,37,16,21,28,29,19,14,34,37,13,36,17,18,27,14,39,18,26,28,22,33,15,20,20,21,37,24,23,30,21,25,23,26,24,24,24,26,24,RNA
15,32,12,39,17,26,35,19,21,28,31,18,15,37,33,13,36,17,18,27,13,41,18,26,27,23,32,16,20,21,20,37,24,23,30,21,24,24,26,25,24,24,26,24,RNA
16,31,11,39,17,25,41,15,23,29,29,17,15,35,35,12,36,17,18,27,14,41,18,26,28,23,32,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
27,25,11,35,19,28,35,16,22,28,31,17,15,35,35,14,36,18,18,27,14,41,18,26,28,23,33,15,20,20,20,37,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,25,15,41,20,24,38,16,22,27,31,18,15,35,36,12,36,17,18,27,14,41,18,26,28,22,32,16,21,20,21,37,25,22,30,21,24,23,26,24,24,23,27,24,RNA
17,25,14,41,17,25,40,16,21,29,30,18,14,35,36,12,36,17,18,27,14,41,18,26,28,22,33,15,21,20,20,37,24,23,30,21,25,23,26,24,24,24,26,24,RNA
16,32,11,38,17,25,36,19,21,28,31,18,14,37,34,12,37,17,17,27,14,40,18,25,28,22,33,15,20,20,20,38,24,22,30,21,25,23,26,24,25,24,26,24,RNA
16,31,11,39,17,26,40,15,23,29,29,18,15,34,37,12,37,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,24,24,26,25,25,24,25,24,RNA
16,32,11,38,17,25,37,19,21,28,30,18,14,37,34,12,37,17,18,27,14,40,18,26,28,22,32,15,21,20,21,37,24,23,30,21,25,23,25,24,25,24,26,24,RNA
16,31,12,39,18,25,37,18,22,28,31,18,15,37,34,12,37,17,18,26,14,40,18,26,28,22,33,16,21,20,21,37,24,22,30,21,25,23,26,24,25,23,26,24,RNA
22,25,11,39,22,25,35,16,23,27,29,19,15,34,35,14,36,17,17,27,13,41,18,26,28,22,32,15,20,20,20,38,25,22,30,21,24,23,26,25,24,24,26,24,RNA
19,21,13,46,22,23,39,14,27,22,31,19,17,33,37,11,35,17,19,27,14,37,22,25,29,20,32,16,23,20,22,33,31,18,30,19,23,20,32,24,28,19,33,18,RNA
16,22,11,49,20,24,37,17,22,28,29,20,15,36,34,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,23,30,21,24,23,26,24,25,23,26,24,RNA
16,31,12,39,17,25,41,15,23,29,28,18,14,34,37,12,36,17,18,26,14,40,18,26,28,23,32,15,21,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
17,24,15,41,18,26,37,16,21,28,30,19,15,35,34,13,36,17,17,27,14,41,18,26,28,22,32,16,20,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
27,24,11,36,19,27,36,16,22,28,31,17,15,35,35,13,36,17,18,27,13,40,18,26,28,22,32,15,20,20,20,37,24,22,30,21,24,23,26,24,24,24,26,24,RNA
23,25,12,39,23,25,35,16,23,27,29,19,15,34,35,14,36,17,18,27,13,41,18,26,28,22,33,15,21,20,20,37,24,22,30,21,24,23,26,25,25,24,26,24,RNA
11,32,8,47,14,24,34,26,18,31,25,24,26,24,23,25,20,27,28,23,19,26,31,21,31,20,24,24,21,28,21,29,20,27,26,25,23,25,25,25,22,26,25,25,RNA
26,24,11,36,20,26,37,16,23,28,31,17,15,34,36,13,37,17,18,26,14,40,18,25,28,22,33,15,21,20,21,37,25,22,31,20,25,23,26,24,25,24,26,24,RNA
16,26,14,42,16,25,41,15,21,29,30,18,14,35,37,12,36,17,18,27,14,41,17,26,28,22,33,15,20,20,20,38,23,23,30,21,24,24,25,25,24,25,25,24,RNA
17,25,13,43,18,25,40,15,21,29,30,18,14,35,37,12,36,18,18,27,14,40,18,26,28,22,33,15,20,19,20,38,24,23,30,21,24,24,26,24,25,24,25,24,RNA
17,31,11,39,18,30,36,15,21,29,31,17,16,35,35,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,38,24,22,31,21,24,24,26,24,25,24,25,24,RNA
17,31,12,38,19,24,37,18,24,26,32,17,16,34,37,11,38,16,19,26,14,39,19,26,29,21,34,15,22,19,22,35,26,21,32,20,26,22,27,23,26,22,28,22,RNA
8,43,4,43,9,21,40,28,15,33,25,26,24,22,19,32,16,25,31,25,17,21,35,25,30,18,24,26,21,27,19,30,19,26,25,28,24,22,22,29,25,24,20,29,RNA
15,21,11,51,18,26,37,17,21,28,28,20,14,34,36,13,37,17,18,26,14,39,19,26,28,22,32,16,21,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
22,25,12,39,22,25,35,16,23,27,29,19,15,35,34,14,37,17,17,27,14,41,18,26,28,22,32,16,20,20,20,38,25,22,30,21,24,23,26,25,24,24,26,24,RNA
16,26,13,42,17,25,40,16,21,29,30,18,14,35,36,13,34,18,18,28,13,41,17,27,27,23,32,16,20,20,20,38,23,24,30,22,24,24,24,25,24,25,24,25,RNA
15,21,11,51,18,23,39,17,23,27,29,18,16,35,35,13,36,17,18,27,14,40,18,26,28,23,31,16,21,20,21,36,25,23,29,21,24,23,27,25,24,23,26,24,RNA
18,25,15,41,19,25,39,15,23,27,32,17,15,34,37,11,37,16,19,25,14,40,19,25,29,21,34,14,21,19,22,36,25,21,32,20,26,22,27,23,26,22,27,23,RNA
17,26,14,42,17,25,41,16,21,29,30,18,14,35,37,13,35,18,18,28,13,41,18,26,27,23,33,15,20,20,20,38,23,24,30,22,24,24,25,25,24,25,24,25,RNA
8,50,7,32,13,25,39,22,16,36,22,24,25,25,20,27,20,25,31,23,19,23,33,23,32,19,23,24,24,26,20,29,20,25,25,27,24,24,24,26,24,24,24,25,RNA
17,30,12,40,17,25,41,15,22,29,29,18,16,35,35,12,36,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
22,25,12,39,22,25,35,16,23,27,29,19,15,34,35,14,37,17,18,27,14,40,18,26,29,22,33,15,21,20,20,37,24,22,30,21,25,23,26,24,25,23,26,24,RNA
24,25,11,38,23,25,35,15,23,27,28,20,15,34,35,14,37,17,18,27,14,41,18,26,28,22,32,15,20,19,20,38,24,23,30,21,24,23,26,25,25,24,26,24,RNA
16,22,11,49,20,23,38,17,22,27,29,20,15,35,35,13,37,17,18,26,15,38,19,26,28,22,32,16,21,20,21,36,24,22,30,21,25,23,26,24,25,23,26,24,RNA
10,34,7,47,13,23,38,24,17,33,25,23,26,23,23,26,20,26,30,21,20,25,33,21,32,19,24,23,23,26,21,28,21,26,27,25,24,24,26,24,23,25,26,24,RNA
16,25,14,43,18,24,40,16,22,27,31,18,14,35,37,13,35,17,18,27,13,40,18,26,28,23,31,16,20,20,20,37,25,23,29,21,23,23,27,24,24,24,26,24,RNA
16,22,11,50,19,25,39,15,23,27,29,18,15,32,39,12,37,16,19,25,13,39,19,27,29,21,34,14,21,20,23,34,25,22,32,19,25,23,28,22,26,22,27,23,RNA
26,24,11,37,20,27,36,15,22,28,31,17,15,34,36,13,37,17,18,26,14,40,18,26,29,22,33,15,21,20,21,37,25,22,31,20,25,23,26,24,25,23,26,24,RNA
17,25,13,43,18,25,40,16,21,29,30,18,14,36,36,12,36,17,18,28,14,40,18,26,28,22,32,15,20,20,20,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,28,12,41,18,25,39,16,21,31,29,18,14,36,36,12,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
11,34,7,46,14,23,37,24,18,32,26,22,26,24,24,24,21,26,30,21,20,25,33,20,32,19,25,22,24,26,21,27,21,27,27,24,24,24,26,24,24,25,26,24,RNA
22,25,11,39,23,25,35,16,24,27,29,19,15,34,35,14,37,17,18,26,14,40,18,26,29,22,33,15,21,19,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
22,25,11,39,22,25,36,16,23,28,28,19,15,34,35,14,37,17,17,27,14,41,18,26,28,22,33,15,21,19,21,38,24,23,30,21,25,23,26,24,25,24,25,24,RNA
11,32,7,47,13,24,36,25,18,32,26,23,26,24,23,25,20,27,28,22,19,26,32,21,31,20,24,23,22,28,20,28,20,27,26,25,23,25,25,25,22,26,25,25,RNA
16,23,11,49,20,24,37,17,22,27,29,20,15,36,34,13,36,17,18,27,14,39,18,26,28,22,32,16,20,20,21,37,24,23,30,21,24,23,26,25,25,23,26,24,RNA
8,45,5,40,10,24,38,25,14,37,22,25,23,25,20,31,18,25,30,24,18,23,33,24,31,19,23,26,23,27,19,29,20,26,24,28,24,24,22,28,24,25,22,27,RNA
16,29,12,40,17,25,40,16,22,29,29,18,14,35,36,12,35,18,18,27,14,40,18,26,27,23,31,17,20,20,20,37,24,23,29,22,23,24,27,25,23,24,26,24,RNA
16,32,12,39,17,25,36,19,21,28,31,18,15,37,33,13,36,17,17,27,14,40,18,26,28,22,32,16,20,20,20,37,25,23,30,21,24,24,26,24,24,23,26,24,RNA
