@relation training_data_summary_sorted

@attribute pos1_A numeric
@attribute pos1_C numeric
@attribute pos1_T numeric
@attribute pos1_G numeric
@attribute pos2_A numeric
@attribute pos2_C numeric
@attribute pos2_T numeric
@attribute pos2_G numeric
@attribute pos3_A numeric
@attribute pos3_C numeric
@attribute pos3_T numeric
@attribute pos3_G numeric
@attribute pos4_A numeric
@attribute pos4_C numeric
@attribute pos4_T numeric
@attribute pos4_G numeric
@attribute pos8_A numeric
@attribute pos8_C numeric
@attribute pos8_T numeric
@attribute pos8_G numeric
@attribute pos9_A numeric
@attribute pos9_C numeric
@attribute pos9_T numeric
@attribute pos9_G numeric
@attribute pos10_A numeric
@attribute pos10_C numeric
@attribute pos10_T numeric
@attribute pos10_G numeric
@attribute pos11_A numeric
@attribute pos11_C numeric
@attribute pos11_T numeric
@attribute pos11_G numeric
@attribute pos12_A numeric
@attribute pos12_C numeric
@attribute pos12_T numeric
@attribute pos12_G numeric
@attribute pos20_A numeric
@attribute pos20_C numeric
@attribute pos20_T numeric
@attribute pos20_G numeric
@attribute pos30_A numeric
@attribute pos30_C numeric
@attribute pos30_T numeric
@attribute pos30_G numeric
@attribute method {NOMEseq,9N_PBAT,6N_PBAT,6N_sc,UMI_RRBS,Swift,WGBS,Truseq,Amplicon,RRBS,scNOME}

@data
24,35,17,22,26,35,18,18,26,38,17,17,29,31,15,23,39,23,27,9,46,25,19,9,38,32,19,9,44,27,18,9,36,31,20,11,33,25,31,9,36,27,24,11,scNOME
25,32,19,22,27,34,19,18,26,35,19,19,29,31,17,21,42,19,28,9,45,20,24,9,41,24,24,9,44,22,23,9,39,24,25,10,38,20,32,9,38,21,29,10,scNOME
25,31,20,22,27,33,20,18,25,34,19,19,29,30,18,22,42,19,29,9,45,19,25,9,41,23,25,9,44,21,24,9,39,23,26,10,37,19,32,9,38,20,30,10,scNOME
24,32,19,23,26,33,19,20,25,36,18,19,28,30,16,24,40,20,28,10,43,21,23,11,39,26,22,11,43,24,22,10,37,26,24,11,35,22,31,10,35,23,28,11,scNOME
22,35,16,25,24,35,19,20,25,38,17,18,26,32,14,25,34,21,32,10,49,25,15,9,33,41,14,11,46,29,12,10,28,40,16,14,26,24,37,10,30,31,23,14,scNOME
24,32,17,24,26,36,17,19,26,36,18,19,28,32,15,23,40,21,26,11,47,23,19,10,37,31,18,11,45,27,16,10,36,31,19,12,34,24,30,10,37,26,23,12,scNOME
24,34,18,22,28,35,18,17,26,38,17,17,31,30,15,22,40,22,27,9,46,25,19,8,39,31,19,9,45,27,18,8,36,32,20,10,33,25,32,9,36,27,25,11,scNOME
26,34,18,20,28,34,18,17,27,37,17,17,31,30,16,21,43,21,27,8,46,22,22,8,42,27,21,8,44,25,21,8,39,27,23,9,37,23,30,8,38,24,27,9,scNOME
25,33,18,21,28,34,19,17,27,37,18,17,30,31,16,20,42,20,27,8,46,22,22,8,41,27,21,8,45,24,21,8,38,27,23,9,37,22,31,8,37,24,27,10,scNOME
25,34,17,21,28,34,18,17,27,38,17,17,31,30,15,21,42,22,26,8,46,24,20,8,41,29,20,8,45,26,19,8,38,30,21,9,36,24,31,8,37,26,25,10,scNOME
26,31,20,21,28,32,20,18,26,34,19,18,30,29,18,21,41,20,27,10,43,21,24,10,40,24,23,10,43,23,23,10,38,25,24,11,37,21,30,10,37,22,28,11,scNOME
30,24,24,21,29,23,25,21,28,25,25,21,29,24,24,21,31,22,26,20,31,22,26,19,31,23,25,19,32,22,25,19,31,23,25,19,31,22,26,19,30,22,26,20,scNOME
25,30,21,22,27,33,21,18,25,34,19,20,29,29,18,22,42,18,29,9,44,19,25,9,42,22,25,9,43,21,25,9,39,22,26,10,38,19,33,9,38,20,30,10,scNOME
25,36,17,21,27,36,18,17,26,39,16,16,30,31,15,22,39,23,28,8,47,25,18,8,39,33,17,8,46,28,17,8,35,34,19,10,33,25,32,8,35,28,24,10,scNOME
24,32,18,24,26,35,17,19,26,35,18,19,29,31,15,22,40,21,27,11,47,22,20,10,37,30,20,11,45,25,17,10,36,30,20,12,35,23,30,10,37,25,23,12,scNOME
26,34,19,20,28,34,19,16,27,37,18,16,31,30,16,20,43,20,27,8,46,22,22,8,43,26,22,8,45,24,21,8,40,27,23,9,38,22,31,7,39,24,27,9,scNOME
24,31,20,23,27,33,20,19,25,34,19,19,29,30,17,22,42,19,28,10,44,20,25,9,41,23,24,10,43,22,24,10,39,24,25,11,37,20,32,9,37,21,29,10,scNOME
23,33,16,25,25,37,17,20,25,38,17,19,27,33,14,24,36,22,28,11,47,24,17,9,34,37,16,12,45,28,14,11,32,36,18,13,30,25,33,11,33,29,22,14,scNOME
23,33,17,24,25,35,17,20,25,37,17,19,27,33,14,24,38,22,28,11,46,23,18,10,36,34,17,11,45,27,15,11,34,33,18,12,31,25,31,11,35,27,23,13,scNOME
23,31,19,25,25,34,19,20,24,35,19,20,27,30,16,24,38,20,29,11,43,21,23,11,38,27,22,11,42,24,21,11,35,27,24,12,34,21,33,10,34,23,28,13,scNOME
26,35,18,20,29,35,18,16,27,39,16,16,32,31,16,20,43,22,26,7,46,24,21,7,42,28,20,7,45,26,20,7,39,29,21,9,37,24,29,7,38,26,25,9,scNOME
25,33,19,21,27,34,19,18,26,37,18,17,30,30,16,21,42,21,27,9,44,22,23,9,41,26,22,9,44,24,22,8,39,26,24,9,37,22,31,9,38,23,28,9,scNOME
25,33,19,22,27,34,19,18,26,36,18,18,29,31,16,22,41,21,27,9,45,22,23,9,41,26,22,9,44,24,22,9,38,26,23,10,37,22,31,9,37,23,27,10,scNOME
24,35,17,22,27,36,18,17,26,39,17,17,30,31,15,22,40,22,27,8,46,25,19,8,39,31,19,9,45,27,18,8,36,31,20,10,34,24,31,8,35,28,25,10,scNOME
23,30,21,24,26,32,20,20,24,33,20,21,27,29,18,24,40,18,29,11,43,19,26,10,39,23,25,11,42,21,25,10,37,23,26,11,35,19,33,10,36,20,30,12,scNOME
32,2,49,15,35,1,46,16,34,1,46,18,33,1,46,19,33,0,46,19,32,0,47,18,32,0,46,19,32,1,46,19,33,0,45,19,32,1,46,19,32,0,46,19,WGBS
30,2,49,16,33,1,44,20,32,1,47,18,32,1,46,19,31,0,48,19,31,1,48,19,31,1,47,20,31,1,47,19,31,1,47,19,31,1,47,20,30,1,47,20,WGBS
31,2,51,14,33,1,45,19,32,1,47,18,31,1,47,19,31,1,47,19,30,1,48,19,30,1,47,20,30,1,48,20,31,1,47,20,30,1,47,20,30,1,47,20,WGBS
31,2,49,16,33,1,45,20,32,1,46,19,31,1,47,19,31,0,48,19,31,1,48,18,31,1,47,19,31,1,48,19,31,1,47,19,31,1,47,19,31,1,47,19,WGBS
33,2,48,16,33,1,45,20,32,1,46,19,31,1,47,19,32,0,47,19,30,1,48,19,31,1,47,19,31,1,47,19,31,1,47,19,31,1,47,19,30,1,47,20,WGBS
34,2,48,14,35,1,45,18,33,1,45,19,32,1,46,19,33,1,45,19,32,1,46,19,32,1,46,19,32,1,46,19,33,1,46,19,32,1,46,20,32,1,46,20,WGBS
31,2,51,14,32,1,45,20,32,1,46,19,31,1,47,19,31,1,47,19,30,1,48,19,30,1,47,20,31,1,47,20,31,1,47,20,30,1,47,20,30,1,47,20,WGBS
32,2,50,14,33,1,44,20,33,1,45,19,31,1,47,19,31,0,47,19,30,1,48,19,30,1,47,20,30,1,48,20,31,1,47,20,31,1,47,19,30,1,47,20,WGBS
30,2,50,16,34,1,45,18,34,1,47,17,33,1,46,19,33,0,47,18,32,1,47,19,32,1,47,19,32,1,46,19,32,0,46,19,32,0,46,19,32,1,46,19,WGBS
33,1,48,15,33,1,44,20,32,1,46,19,32,1,47,19,31,1,47,19,31,1,47,19,31,1,47,20,31,1,47,19,31,1,47,20,31,1,47,20,31,1,47,20,WGBS
29,2,50,17,33,1,45,19,33,1,47,17,32,1,46,19,31,0,49,17,30,1,50,18,31,1,48,19,31,0,48,19,31,1,47,19,31,1,47,19,31,0,47,19,WGBS
36,1,41,19,34,1,43,21,32,1,46,19,32,1,47,19,31,1,47,19,31,1,48,19,31,1,47,19,31,1,48,19,31,1,47,19,31,1,47,19,31,1,47,19,WGBS
35,1,48,14,35,1,45,17,34,1,45,18,33,1,46,18,33,0,45,19,33,1,46,19,33,1,45,19,33,1,46,19,33,1,45,19,33,1,46,19,32,1,46,19,WGBS
29,2,50,17,33,1,44,20,32,1,48,17,31,1,46,20,31,1,48,19,30,1,49,19,30,1,48,20,30,1,47,19,31,1,47,20,31,1,47,20,30,1,47,20,WGBS
31,2,49,16,34,1,46,18,33,1,46,17,32,1,47,19,33,0,46,19,31,1,48,18,31,1,47,19,32,1,46,19,33,1,45,20,32,1,46,20,32,1,46,20,WGBS
30,2,49,17,32,1,45,20,32,1,47,18,31,1,47,20,31,1,48,19,30,1,48,19,30,1,47,20,30,1,47,20,31,1,47,20,30,1,47,20,30,1,47,20,WGBS
31,2,51,14,32,1,45,19,32,1,47,19,30,1,48,19,31,1,47,19,30,1,48,19,30,1,47,20,30,1,48,19,30,1,47,20,30,1,47,20,30,1,47,20,WGBS
32,2,50,14,33,1,44,19,32,1,46,19,31,1,48,19,31,1,47,19,30,1,48,19,31,1,47,19,31,1,47,19,31,1,47,20,31,1,47,19,30,1,47,20,WGBS
28,2,52,16,32,1,44,20,32,1,47,17,31,1,46,20,31,0,48,18,30,1,49,19,30,1,48,20,30,1,48,20,31,1,47,20,30,1,47,20,30,1,47,20,WGBS
31,1,48,16,33,1,46,19,32,1,47,19,31,1,47,19,31,0,47,19,30,1,48,19,31,1,47,19,31,1,47,20,31,1,47,20,31,1,47,20,31,1,47,20,WGBS
33,2,50,13,33,1,44,19,33,1,45,19,32,1,47,19,31,1,47,19,31,1,48,19,31,1,47,20,31,1,47,19,31,1,47,19,31,1,47,19,31,1,47,20,WGBS
29,2,52,14,33,1,44,20,33,1,46,18,32,1,47,19,31,1,48,18,31,1,48,18,31,1,47,19,30,1,48,19,31,1,47,19,31,1,47,20,31,1,47,19,WGBS
33,2,49,14,34,1,45,18,33,1,46,18,32,1,46,18,33,0,46,19,32,1,47,18,32,1,46,19,32,1,46,19,33,1,46,19,32,0,46,19,32,1,46,19,WGBS
30,2,50,16,34,1,45,18,34,1,46,17,33,1,46,19,33,0,46,18,32,0,48,18,32,0,46,20,32,0,46,19,32,1,45,20,32,0,46,20,32,1,46,19,WGBS
28,3,52,16,32,1,45,20,32,1,48,17,31,1,47,20,31,0,48,19,29,1,49,19,30,1,48,20,30,1,48,19,30,1,47,20,30,1,47,20,30,1,48,20,WGBS
28,2,52,15,32,1,44,20,33,1,46,18,32,1,46,20,31,1,48,19,30,1,49,19,30,1,47,20,30,1,47,20,31,1,46,20,30,1,47,20,30,1,47,20,WGBS
35,1,48,14,35,1,45,17,35,1,45,18,33,0,46,18,34,0,45,19,33,1,47,18,33,1,46,19,33,1,46,19,33,1,45,19,33,1,46,19,33,1,46,19,WGBS
33,1,48,15,33,1,45,20,32,1,46,19,31,1,47,19,31,1,47,20,31,1,47,19,31,1,47,20,31,1,47,19,31,1,47,19,31,1,47,20,31,1,47,20,WGBS
33,2,51,13,34,1,44,19,34,1,45,18,32,1,47,18,32,1,47,19,32,1,48,18,32,1,47,19,32,1,47,19,32,1,47,19,32,1,47,19,31,1,47,19,WGBS
32,2,50,13,33,1,44,19,33,1,45,19,31,1,47,19,32,1,46,19,31,1,48,19,31,1,47,19,31,1,47,19,31,1,47,19,31,1,47,19,31,1,47,20,WGBS
31,2,51,14,33,1,44,19,33,1,47,17,32,1,47,18,32,1,47,19,31,1,48,19,31,1,47,19,31,1,47,19,31,1,47,19,31,1,47,19,31,1,47,19,WGBS
54,23,14,6,51,29,15,3,45,34,14,6,54,28,12,5,52,18,27,1,51,20,26,1,51,21,25,1,49,22,26,1,48,21,27,1,46,21,30,1,45,21,30,2,6N_PBAT
54,23,15,6,51,29,15,3,45,33,14,6,53,27,12,5,52,18,27,1,51,20,26,1,51,21,25,1,49,22,25,2,48,22,27,2,46,21,30,2,45,21,30,2,6N_PBAT
54,23,15,6,51,29,15,3,45,33,14,6,53,28,12,5,52,18,27,1,51,20,26,1,50,20,26,1,49,21,26,2,48,21,28,2,46,20,30,2,44,20,31,2,6N_PBAT
53,23,16,7,51,28,15,3,45,32,15,5,55,24,13,5,52,17,27,3,52,18,26,2,51,20,24,3,50,21,25,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
29,37,14,18,33,43,14,9,31,41,14,12,37,33,12,16,52,22,23,2,52,22,23,2,51,22,23,2,50,23,23,2,49,24,23,2,47,23,26,2,45,25,26,2,6N_PBAT
54,23,14,6,50,30,15,3,44,34,14,6,53,28,12,5,52,19,26,1,51,21,26,1,51,21,25,1,49,22,26,1,48,22,27,1,46,21,30,1,45,21,30,2,6N_PBAT
54,23,15,6,51,29,15,3,44,33,14,6,53,28,12,5,52,18,27,1,51,20,26,1,51,20,26,1,49,22,26,1,48,21,27,2,46,20,30,2,45,20,30,2,6N_PBAT
53,23,15,7,51,29,15,3,44,34,14,6,53,28,12,5,53,18,26,1,51,20,25,1,51,21,25,1,50,22,25,1,49,22,26,1,46,21,29,2,45,21,30,2,6N_PBAT
54,22,15,7,52,28,15,3,45,32,15,5,56,24,12,5,52,17,27,2,52,19,26,2,52,20,24,2,50,21,24,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
54,23,14,7,51,29,15,4,45,33,14,6,53,28,12,6,52,18,27,1,51,20,26,1,51,21,25,2,49,21,26,2,48,21,27,2,46,20,30,2,45,21,30,2,6N_PBAT
54,22,15,6,52,28,15,3,46,32,15,5,56,24,13,5,52,17,27,3,51,19,26,2,51,20,24,3,50,20,25,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
53,23,15,6,50,29,15,3,44,34,14,6,53,28,12,5,53,18,26,1,51,21,25,1,51,21,25,1,50,22,25,1,49,21,26,1,47,21,29,1,45,21,30,2,6N_PBAT
54,23,15,7,51,28,15,4,44,33,14,6,52,28,12,6,51,18,27,2,50,20,27,2,50,20,26,2,49,21,27,2,48,21,28,2,45,20,30,2,44,20,31,3,6N_PBAT
54,23,15,7,51,29,15,3,44,33,14,6,54,27,12,5,52,18,26,1,51,20,26,1,51,20,25,1,50,22,25,2,48,21,26,2,46,21,30,2,45,21,30,2,6N_PBAT
54,22,15,7,52,28,15,3,46,32,15,5,56,24,12,5,52,17,27,2,52,19,25,2,51,20,24,3,51,21,24,3,49,20,26,3,47,19,29,3,47,20,29,3,6N_PBAT
54,23,14,7,51,29,15,4,45,33,14,6,53,28,12,5,53,18,26,1,51,20,25,1,51,21,25,1,50,22,25,1,48,21,26,2,46,21,30,2,45,21,30,2,6N_PBAT
55,22,14,7,51,28,15,3,45,33,14,6,54,27,12,5,52,18,26,1,51,20,26,1,51,21,25,1,49,22,25,2,48,21,27,2,46,21,30,2,45,21,30,2,6N_PBAT
54,23,15,7,51,29,15,4,44,33,14,6,53,27,12,6,52,18,26,2,51,20,26,2,50,21,25,2,49,21,26,2,48,21,27,2,45,20,30,3,44,20,30,3,6N_PBAT
53,23,15,7,50,29,15,4,43,34,14,7,52,27,12,7,52,18,26,2,51,20,25,2,51,21,25,2,49,22,25,2,48,21,27,3,44,21,29,4,43,20,29,5,6N_PBAT
54,22,15,7,53,28,15,3,46,32,15,5,57,23,12,5,52,17,26,3,52,19,25,2,52,20,24,3,50,21,24,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
54,22,15,6,52,27,15,3,46,32,15,5,56,24,12,5,52,17,27,3,51,19,26,2,51,20,24,3,50,21,24,3,49,20,25,3,47,19,29,3,46,20,29,3,6N_PBAT
54,23,14,6,51,29,15,3,45,33,14,6,53,27,12,5,52,18,26,1,51,20,26,1,51,20,25,1,49,22,25,1,48,22,27,2,46,21,30,2,45,21,30,2,6N_PBAT
53,23,16,6,51,28,16,3,45,32,16,5,55,24,13,5,52,17,26,3,51,19,26,2,52,20,24,3,50,20,25,3,49,20,25,3,47,19,29,3,46,20,29,3,6N_PBAT
53,23,15,7,50,29,15,4,44,33,14,7,52,27,12,6,52,18,26,2,51,20,26,2,51,20,25,2,49,21,25,2,48,21,27,2,45,20,30,3,44,20,30,4,6N_PBAT
54,23,15,6,52,28,15,3,45,33,15,5,56,25,12,5,52,17,26,3,51,19,25,2,51,20,24,2,50,21,24,3,49,21,26,3,47,19,29,3,46,20,29,3,6N_PBAT
55,23,14,7,52,28,14,3,46,32,14,6,57,24,12,5,53,17,26,3,52,19,25,2,52,20,24,3,50,21,24,3,50,20,25,3,47,19,29,3,46,20,29,3,6N_PBAT
54,23,15,7,51,28,15,4,45,33,14,6,53,27,12,6,51,18,27,2,50,20,26,2,50,20,26,2,49,21,26,2,47,21,28,2,45,20,31,2,44,20,31,3,6N_PBAT
54,23,15,6,51,28,15,3,45,33,14,6,54,27,12,5,53,18,26,1,51,20,26,1,51,20,25,1,50,21,26,1,49,21,27,2,46,20,30,2,45,21,30,2,6N_PBAT
54,23,15,6,51,29,15,3,45,34,14,6,53,27,12,5,52,19,26,1,51,21,25,1,51,21,25,1,49,22,25,1,48,22,27,1,46,21,29,1,45,22,30,2,6N_PBAT
55,23,15,6,51,29,15,3,45,33,14,6,54,27,12,5,52,18,27,1,50,20,26,1,51,20,26,1,49,21,26,2,48,21,27,2,45,20,30,2,45,20,31,2,6N_PBAT
54,22,15,6,52,29,15,3,45,33,15,6,55,25,12,5,52,17,26,3,52,19,25,2,51,20,24,3,50,21,25,3,49,21,26,3,47,20,29,3,46,20,29,3,6N_PBAT
54,23,15,6,51,29,15,3,45,33,14,6,54,27,12,5,52,19,26,1,51,21,26,1,51,21,25,1,49,22,26,1,48,22,27,1,46,21,29,2,45,21,30,2,6N_PBAT
54,23,15,7,50,29,15,3,44,34,14,6,53,27,12,6,52,18,26,1,51,21,25,1,51,21,25,1,50,22,25,1,48,22,26,2,46,21,29,2,45,21,30,2,6N_PBAT
54,23,14,6,51,29,15,3,45,33,14,6,53,28,12,5,53,18,26,1,51,20,26,1,51,21,25,2,50,21,26,2,48,21,26,2,46,20,30,2,45,20,30,3,6N_PBAT
54,23,15,7,50,29,15,4,44,33,14,6,52,27,12,6,52,18,26,2,51,20,26,2,51,21,25,2,49,21,26,2,48,21,27,2,45,20,30,2,45,20,30,3,6N_PBAT
54,23,14,7,51,29,15,3,44,33,14,6,52,28,12,5,52,19,26,1,51,21,25,1,50,21,25,1,49,22,26,1,47,22,27,2,45,21,30,2,44,21,30,2,6N_PBAT
54,22,15,6,52,28,15,4,45,33,14,6,53,27,13,5,52,18,27,2,51,20,26,2,50,20,26,2,49,21,26,2,48,21,28,2,46,20,30,2,45,20,31,3,6N_PBAT
54,22,15,6,52,28,15,3,45,32,15,6,56,24,12,5,53,17,26,2,52,19,25,2,52,20,24,2,50,21,25,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
56,23,14,5,52,29,14,2,46,33,14,5,55,26,12,4,54,18,26,1,52,20,25,0,52,20,25,1,51,21,25,1,50,21,26,1,47,21,29,1,46,21,29,1,6N_PBAT
53,24,15,6,50,29,15,3,44,34,14,6,52,28,12,5,52,19,26,1,50,21,26,1,51,21,25,1,49,22,25,1,48,22,27,1,45,21,30,2,45,21,30,2,6N_PBAT
53,23,15,7,51,28,15,3,45,33,15,6,56,24,13,5,52,17,27,2,51,19,26,2,51,20,24,3,50,21,25,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
54,22,15,6,51,28,15,4,44,33,15,6,53,27,13,6,52,18,27,2,51,19,26,2,50,20,26,2,49,21,26,2,48,21,27,2,45,20,30,2,44,20,31,3,6N_PBAT
54,23,15,7,51,29,15,4,44,33,14,6,52,28,12,6,52,18,27,2,51,20,26,2,50,20,26,2,49,21,26,2,47,21,27,2,45,20,31,2,44,20,30,3,6N_PBAT
53,23,16,6,51,28,16,3,44,32,16,5,56,24,13,5,52,17,26,3,52,19,25,2,51,20,24,3,50,21,24,3,49,20,25,3,47,19,29,3,46,20,29,3,6N_PBAT
54,23,14,7,51,29,15,4,44,33,14,7,52,27,12,6,52,18,27,2,50,20,26,2,50,20,25,2,49,21,26,2,47,21,27,2,45,20,30,3,44,20,30,4,6N_PBAT
54,23,15,6,51,29,15,3,45,33,14,6,53,27,12,5,52,18,27,1,51,20,25,1,51,21,25,1,49,21,26,1,48,21,27,2,46,20,30,2,45,21,30,2,6N_PBAT
54,23,15,6,51,29,15,3,45,33,15,5,56,25,12,5,52,17,26,3,52,19,25,2,51,20,24,3,50,21,25,3,49,20,26,3,47,20,29,3,46,20,29,3,6N_PBAT
54,23,15,7,50,29,15,3,44,33,14,6,53,28,12,5,52,19,26,1,51,21,25,1,51,21,25,1,50,22,26,1,48,22,27,2,46,21,30,2,45,21,30,2,6N_PBAT
54,23,15,7,51,29,15,4,44,34,14,7,53,27,12,6,52,18,26,2,51,20,25,2,50,21,25,2,49,22,26,2,48,22,27,2,45,21,30,2,45,21,30,3,6N_PBAT
53,24,14,7,50,30,15,4,43,35,14,7,52,28,12,6,52,19,25,1,51,22,24,1,51,22,24,2,49,23,24,2,48,23,25,2,45,22,29,2,44,23,29,3,6N_PBAT
54,23,15,6,51,29,15,3,45,33,14,6,53,28,12,5,52,18,27,1,51,20,26,1,50,21,25,1,49,21,26,2,48,22,27,2,46,20,30,2,45,20,31,2,6N_PBAT
54,23,15,7,50,29,15,3,44,33,14,6,53,27,12,6,52,18,26,1,51,20,26,1,51,21,25,1,49,22,26,1,48,22,27,2,45,21,30,2,44,21,30,3,6N_PBAT
55,22,14,7,53,28,14,3,47,32,14,6,56,24,12,6,52,17,26,3,52,19,25,2,52,20,24,3,50,21,24,3,49,20,25,3,47,19,29,3,46,20,28,3,6N_PBAT
54,22,15,7,52,29,15,3,45,32,15,6,56,24,13,5,52,17,27,2,51,19,26,2,52,20,24,3,51,21,24,3,49,20,25,3,47,19,29,3,46,20,29,3,6N_PBAT
55,22,15,7,51,28,15,4,44,33,14,7,53,27,12,6,52,18,27,2,50,20,26,2,50,20,26,2,49,21,26,2,48,21,27,2,45,20,30,2,45,20,30,3,6N_PBAT
53,23,16,7,51,28,15,3,45,32,15,6,56,24,13,5,52,17,27,3,51,19,26,2,51,20,24,3,50,21,25,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
54,22,15,7,51,29,15,3,44,33,14,7,53,27,12,6,52,18,27,2,50,20,26,2,50,20,25,2,49,21,26,2,48,21,27,2,46,20,30,2,45,20,30,3,6N_PBAT
54,22,15,6,52,29,15,3,45,32,15,5,56,24,12,5,52,17,26,2,51,19,26,2,52,20,24,2,50,21,25,2,49,20,26,3,48,19,29,3,46,20,29,3,6N_PBAT
54,22,15,7,52,28,15,3,46,32,15,5,56,24,12,5,52,16,26,3,52,19,26,2,52,20,24,3,50,20,24,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
54,23,15,6,50,29,15,3,44,33,14,6,53,27,12,5,52,18,26,1,51,20,26,1,50,20,26,1,49,21,26,1,48,21,27,2,46,20,30,2,45,20,30,2,6N_PBAT
30,35,13,20,32,42,14,10,30,40,13,14,36,33,12,18,50,21,24,3,51,22,22,3,50,22,23,3,48,24,23,3,47,24,23,4,45,23,26,4,44,25,25,4,6N_PBAT
55,22,14,7,53,28,14,3,47,32,14,6,56,25,12,5,52,17,26,3,52,19,25,2,52,20,23,3,50,21,24,3,49,20,25,3,47,19,28,3,46,20,29,3,6N_PBAT
54,23,14,6,51,30,15,3,45,34,14,5,54,28,12,5,54,18,25,1,52,21,25,1,52,21,25,1,50,22,25,1,49,22,26,1,46,21,29,1,45,22,29,2,6N_PBAT
29,35,13,22,31,41,14,12,29,40,13,16,35,32,12,19,47,22,24,5,48,23,22,5,47,23,23,5,46,24,24,4,44,25,23,6,44,24,25,6,43,24,24,7,6N_PBAT
54,23,15,7,50,29,15,4,43,34,14,7,53,27,13,6,52,18,26,2,51,20,26,2,50,21,25,2,49,22,26,2,48,22,27,2,45,21,30,2,44,21,30,3,6N_PBAT
55,22,15,6,51,28,15,4,45,32,14,6,53,27,12,5,52,18,27,2,50,20,26,1,50,20,26,2,49,21,26,2,48,21,27,2,45,20,30,2,44,20,31,2,6N_PBAT
53,23,16,6,51,28,15,3,45,32,15,6,56,24,13,5,52,17,27,3,51,19,26,2,51,20,24,3,50,21,25,3,49,21,26,3,47,19,29,3,46,20,29,3,6N_PBAT
53,24,14,7,51,30,14,3,43,35,14,6,53,28,12,6,53,19,25,1,51,22,24,1,51,22,23,2,50,23,24,2,48,23,25,2,46,22,28,2,45,22,28,3,6N_PBAT
29,37,14,18,32,43,14,9,30,42,14,13,36,33,12,16,51,22,24,2,51,22,23,2,50,23,23,2,49,24,23,2,47,25,24,3,46,23,26,3,45,25,26,3,6N_PBAT
54,22,15,7,52,28,15,4,45,32,14,7,54,26,12,6,52,17,27,2,50,20,26,2,51,20,26,2,49,21,26,2,48,21,27,2,46,20,30,2,45,20,31,3,6N_PBAT
54,22,15,7,51,28,15,4,43,33,15,8,52,27,13,7,51,17,27,2,50,20,26,2,50,20,25,2,49,21,25,3,47,21,27,3,45,20,30,3,44,20,31,4,6N_PBAT
54,22,15,6,52,28,15,3,45,32,15,6,56,24,13,5,52,16,27,3,51,19,26,2,51,20,24,3,50,20,25,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
56,23,14,5,53,29,15,2,47,33,14,4,55,28,12,4,55,18,25,0,54,20,25,0,54,20,24,0,52,21,25,1,51,20,26,1,49,20,28,1,48,20,29,1,6N_PBAT
53,24,15,7,51,29,15,3,43,33,16,6,54,26,13,5,51,18,26,2,51,20,25,2,49,21,25,2,49,22,25,2,48,21,27,3,45,21,30,3,45,21,29,3,6N_PBAT
54,23,15,6,51,29,15,3,45,34,14,6,53,28,12,5,53,18,26,1,52,20,25,1,51,21,25,1,50,22,25,1,49,21,26,2,47,20,29,2,45,21,30,2,6N_PBAT
55,22,14,7,53,28,14,3,46,32,14,6,56,25,12,6,53,17,26,3,52,19,25,2,52,20,24,3,50,21,24,3,50,20,25,3,47,19,29,3,46,20,29,3,6N_PBAT
55,23,14,6,52,29,15,3,46,33,14,6,54,28,12,5,53,18,27,1,51,20,26,1,51,21,25,1,50,22,26,1,48,22,27,2,46,20,30,2,45,20,30,2,6N_PBAT
54,22,16,6,51,28,16,3,45,33,16,5,55,24,13,5,52,17,26,3,52,19,25,2,52,20,24,3,50,21,25,3,49,20,26,3,47,19,29,3,46,20,29,3,6N_PBAT
54,23,15,6,51,29,15,3,45,33,14,6,53,27,12,5,52,18,26,1,51,21,26,1,51,21,25,1,49,22,26,1,48,22,27,1,46,21,30,2,45,21,30,2,6N_PBAT
54,23,14,6,51,29,15,3,44,34,14,6,53,28,12,5,53,19,25,1,51,21,25,1,51,21,25,1,49,22,25,1,49,22,26,1,46,21,29,1,45,21,30,2,6N_PBAT
54,23,15,6,51,29,15,3,45,33,14,6,53,29,12,5,52,18,27,1,50,20,26,1,51,21,26,1,49,21,26,1,48,21,27,1,46,21,30,2,45,20,31,2,6N_PBAT
54,23,15,6,51,28,15,3,45,33,14,6,53,27,12,5,53,17,26,2,51,20,26,2,51,20,25,2,50,21,26,2,49,21,27,2,46,20,30,2,45,20,30,3,6N_PBAT
55,22,14,7,53,28,14,3,46,32,14,6,56,24,12,5,52,17,26,3,52,19,25,2,52,20,24,3,50,21,24,3,49,20,25,3,47,19,29,3,46,20,29,3,6N_PBAT
54,23,15,6,51,29,15,3,44,33,14,6,53,27,12,5,52,18,26,1,51,20,26,1,51,21,26,1,49,21,26,1,48,22,27,1,46,21,30,2,45,21,31,2,6N_PBAT
